purity,n_hm,n_lnm,mean_tumor_hm,mean_tumor_lnm,hepatocyte_hm,hepatocyte_lnm,lymphoid_hm,lymphoid_lnm,ratio,p_mwu
0.3,10,5,0.5661720172483294,0.5717652512071583,0.13298911877444,0.0002760842227742344,0.07204321616766983,0.17612235473525298,2.4446764609363703,0.019980019980019977
0.5,9,5,0.6558254352028072,0.6735782850555901,0.08472189048998884,0.00028464401319684707,0.0606862345764093,0.13646363750408655,2.2486753125581855,0.014485514485514484
0.7,6,3,0.7799514751287665,0.7844679694852914,0.027843393095482585,0.00048771362414270873,0.038215769687577554,0.0749144793786151,1.9603027752955833,0.08333333333333333
0.8,5,3,0.8521970680406092,0.845404500900275,0.017270368978436892,0.0005893298912434875,0.024823099159211357,0.056992744655390636,2.295956048430873,0.125
