gene,corr_resid,corr_raw,sign_agreement,in_core,in_heldout,is_epithelial
FIG4,-0.0012096111,-0.011163251,-2.0,False,False,False
FIGLA,0.0009226142,-0.0014302252,1.0,False,False,False
FIGN,0.0043830033,0.00031398376,2.0,False,False,False
FIGNL1,-0.008298988,-0.024156403,-2.0,False,False,False
FIGNL2,0.017461091,0.014419967,2.0,False,False,False
FILIP1,0.012240573,-0.009194622,4.0,False,False,False
FILIP1L,0.01126811,0.033491872,2.0,False,False,False
FIP1L1,-0.002390325,-0.028286189,-2.0,False,False,False
FIS1,-0.010268002,-0.031578287,-2.0,False,False,False
FITM1,-0.012951985,-0.011431069,-4.0,False,False,False
FITM2,0.00057609775,-0.009084727,0.0,False,False,False
FIZ1,-0.014304627,-0.01693762,-2.0,False,False,False
FJX1,-0.005396818,-0.0053155045,-2.0,False,False,False
FKBP10,0.0047766306,0.12141066,0.0,False,False,False
FKBP11,-0.015289664,-0.024892695,-2.0,False,False,False
FKBP14,0.016709005,0.057043396,2.0,False,False,False
FKBP15,-0.0026113556,-0.013845833,0.0,False,False,False
FKBP1A,0.0066017685,-0.06906138,2.0,False,False,False
FKBP1B,0.000499128,-0.007840894,-2.0,False,False,False
FKBP3,-0.01775912,-0.04432626,-2.0,False,False,False
FKBP5,-0.01713809,-0.07198058,0.0,False,False,False
FKBP6,-0.0045820437,-0.0075969873,-1.0,False,False,False
FKBP7,0.0118396245,0.039599746,4.0,False,False,False
FKBP8,-0.008885645,0.003415756,0.0,False,False,False
FKBP9,-0.002505619,0.0603762,-2.0,False,False,False
FKBPL,-0.021665813,-0.017003529,-4.0,False,False,False
FKRP,-0.02630616,-0.0227019,-2.0,False,False,False
FKTN,-0.0028444803,-0.00737873,0.0,False,False,False
FLACC1,-0.01385427,-0.034832038,-2.0,False,False,False
FLAD1,-0.013425013,-0.032892827,-4.0,False,False,False
FLCN,-0.010143407,-0.002035612,-2.0,False,False,False
FLG,-0.002057007,0.009603204,-2.0,False,False,False
FLG2,0.008614326,0.00101662,2.0,False,False,False
FLI1,0.0036460175,-0.0065565403,2.0,False,False,False
FLII,-0.011558551,-0.03697972,0.0,False,False,False
FLNA,0.030956134,0.12305473,0.0,False,False,False
FLNB,0.038622994,0.005888758,4.0,False,False,False
FLNC,0.016172998,0.025089083,2.0,False,False,False
FLOT1,-0.031705488,-0.049191397,-4.0,False,False,False
FLOT2,-0.025308786,-0.08794707,-2.0,False,False,False
FLRT1,-0.004214463,-0.010106475,-2.0,False,False,False
FLRT2,-0.0022565292,-0.014153904,0.0,False,False,False
FLRT3,-0.006820721,-0.021509288,0.0,False,False,False
FLT3,-0.025196284,-0.03491913,-4.0,False,False,False
FLT3LG,-0.014387614,-0.031175222,0.0,False,False,False
FLT4,-0.0012934282,-0.012057684,0.0,False,False,False
FLVCR1,-0.01266361,-0.038743682,-2.0,False,False,False
FLVCR2,-0.016693184,-0.039354708,-2.0,False,False,False
FLYWCH2,0.001430558,0.0032793838,0.0,False,False,False
FMC1,-0.00080967415,-0.026226183,0.0,False,False,False
FMN1,0.0030034953,-0.016069971,0.0,False,False,False
FMN2,-0.021044804,-0.024423482,-4.0,False,False,False
FMNL1,0.0007715714,-0.014650507,0.0,False,False,False
FMNL2,-0.0137631325,-0.046996236,-2.0,False,False,False
FMNL3,0.00025921222,0.0007523368,0.0,False,False,False
FMO1,-0.00797938,0.01868691,0.0,False,False,False
FMO2,0.0027464202,0.0035452629,2.0,False,False,False
FMO3,-0.007117413,-0.015141144,-2.0,False,False,False
FMO4,-0.013332081,-0.021197231,-2.0,False,False,False
FMO5,-0.020546801,-0.03957051,-4.0,False,False,False
FMOD,0.009979549,0.07218043,0.0,False,False,False
FMR1,0.01222296,-0.009763595,2.0,False,False,False
FMR1NB,0.0,0.0,0.0,False,False,False
FN1,0.25337207,0.5864494,4.0,True,False,False
FN3K,-0.030820807,-0.08112298,-2.0,False,False,False
FN3KRP,-0.013088009,-0.03822188,0.0,False,False,False
FNBP1,-0.004622895,-0.0168457,-4.0,False,False,False
FNBP1L,-0.010944948,-0.013851489,-2.0,False,False,False
FNBP4,-0.020688206,-0.05997602,-2.0,False,False,False
FNDC1,-0.004854748,0.1448292,-2.0,False,False,False
FNDC10,-0.013615884,-0.010728582,-2.0,False,False,False
FNDC11,0.011391249,-0.003835424,2.0,False,False,False
FNDC3A,-0.012455813,-0.041968565,0.0,False,False,False
FNDC3B,0.0026788253,0.0010610409,0.0,False,False,False
FNDC4,-0.022187343,-0.051000673,-2.0,False,False,False
FNDC5,-0.011452837,-0.017573386,-2.0,False,False,False
FNDC7,0.004644056,0.0017234087,1.0,False,False,False
FNDC8,0.0031710505,-0.0024621808,-1.0,False,False,False
FNDC9,0.010292642,0.012245224,2.0,False,False,False
FNIP1,-0.012851341,-0.026015513,-4.0,False,False,False
FNIP2,0.019365987,0.033299983,2.0,False,False,False
FNTB,-0.014475376,-0.0051124063,-2.0,False,False,False
FOCAD,-0.004442351,-0.034997664,0.0,False,False,False
FOLR1,0.01624043,-0.008796893,2.0,False,False,False
FOLR2,0.016650563,0.010792159,4.0,False,False,False
FOPNL,-0.016571308,-0.032658245,-2.0,False,False,False
FOS,0.07490972,0.007277593,4.0,False,False,False
FOSB,0.10697094,0.093315676,4.0,False,False,False
FOSL1,0.005199168,-0.022978265,0.0,False,False,False
FOSL2,0.012040075,0.029918548,0.0,False,False,False
FOXA1,-0.009117198,-0.042256676,0.0,False,False,False
FOXA2,-0.005457384,-0.033851348,-2.0,False,False,False
FOXA3,-0.009033728,-0.04362826,0.0,False,False,False
FOXB1,-0.0035209355,-0.0035762314,-1.0,False,False,False
FOXB2,0.0,0.0,0.0,False,False,False
FOXC1,0.00062356,-0.029639468,0.0,False,False,False
FOXC2,-0.012483594,-0.015571299,-2.0,False,False,False
FOXD1,0.0076814312,-0.010143603,4.0,False,False,False
FOXD2,-0.011626321,-0.015750509,-2.0,False,False,False
FOXD3,-0.0022108345,-0.010294184,0.0,False,False,False
FOXD4,-0.0119159445,-0.007357459,-3.0,False,False,False
FOXD4L6,0.002942209,0.0026866538,1.0,False,False,False
FOXE1,0.0,0.0,0.0,False,False,False
FOXE3,-0.018314984,-0.008469322,-1.0,False,False,False
FOXF1,-0.0061477856,0.002833235,-2.0,False,False,False
FOXF2,-0.0025711083,0.020566007,0.0,False,False,False
FOXG1,-0.005380983,-0.005625273,-1.0,False,False,False
FOXI1,-0.0060784933,-0.007888973,-1.0,False,False,False
FOXI2,-0.0050032693,-0.003699726,-1.0,False,False,False
FOXI3,0.0,0.0,0.0,False,False,False
FOXJ1,-0.0037634033,-0.0058363867,0.0,False,False,False
FOXJ2,0.0012774109,-0.0076280967,0.0,False,False,False
FOXJ3,-0.013501324,-0.037708934,-2.0,False,False,False
FOXK1,-0.02665067,-0.03619305,-4.0,False,False,False
FOXK2,-0.022665579,-0.053348288,0.0,False,False,False
FOXL1,0.010223022,-0.00996522,0.0,False,False,False
FOXL2,-0.007608095,-0.010106231,-1.0,False,False,False
FOXL2NB,-0.011966374,-0.018942004,0.0,False,False,False
FOXM1,-0.028825082,-0.04649253,-2.0,False,False,False
FOXN1,0.00013584853,0.00609131,-1.0,False,False,False
FOXN2,-0.024048902,-0.050477408,-4.0,False,False,False
FOXN3,-0.029645402,-0.025448954,-2.0,False,False,False
FOXN4,-0.004236343,-0.0051974137,-3.0,False,False,False
FOXO1,-0.007496114,0.03822263,0.0,False,False,False
FOXO3,-0.007595329,-0.035373054,0.0,False,False,False
FOXO4,-0.025524117,-0.0447864,-4.0,False,False,False
FOXO6,0.0065818653,0.00043795072,0.0,False,False,False
FOXP1,-0.012051526,0.016456865,-2.0,False,False,False
FOXP2,0.005904126,0.0031339887,2.0,False,False,False
FOXP3,0.013558064,0.02301348,4.0,False,False,False
FOXP4,-0.019466143,-0.031627525,-2.0,False,False,False
FOXQ1,-0.006963568,-0.026641235,0.0,False,False,False
FOXRED1,-0.016472898,-0.029653486,-4.0,False,False,False
FOXRED2,-0.019647747,-0.030464595,-2.0,False,False,False
FOXS1,-0.010180464,-0.004855154,-2.0,False,False,False
FP565260.1,0.013362043,-0.0012084832,2.0,False,False,False
FPGS,-0.014659299,-0.047852118,-2.0,False,False,False
FPGT,-0.00509167,-0.0057593663,-2.0,False,False,False
FPR1,0.024472646,0.02936659,4.0,False,False,False
FPR2,0.023517448,0.030456953,4.0,False,False,False
FPR3,0.01916055,0.039818894,0.0,False,False,False
FRA10AC1,-0.010128463,-0.015139596,-2.0,False,False,False
FRAS1,-0.0040813764,-0.01461577,0.0,False,False,False
FRAT1,-0.0018849247,-0.021913778,-2.0,False,False,False
FRAT2,-0.019742161,-0.024059638,-4.0,False,False,False
FREM1,-0.0043580537,-0.0064080097,-2.0,False,False,False
FREM2,-0.013029427,-0.023514478,-1.0,False,False,False
FREM3,-0.0052683624,-0.0024918527,-1.0,False,False,False
FRG1,-0.016307238,-0.044529267,-4.0,False,False,False
FRK,-0.01105297,-0.03170544,-2.0,False,False,False
FRMD1,-0.008470502,-0.005043942,-1.0,False,False,False
FRMD3,-0.01342946,-0.028056866,-2.0,False,False,False
FRMD4A,0.004581826,0.0028954735,0.0,False,False,False
FRMD4B,-0.017382225,-0.03778086,-4.0,False,False,False
FRMD5,-0.0041054394,-0.03907588,0.0,False,False,False
FRMD6,0.024830125,0.07462335,2.0,False,False,False
FRMD7,-0.0031184054,0.0035216012,-1.0,False,False,False
FRMD8,-0.0043831817,-0.02490682,-2.0,False,False,False
FRMPD1,-0.0020181222,-0.000118117314,0.0,False,False,False
FRMPD2,-0.017174657,-0.015789535,-4.0,False,False,False
FRMPD3,-0.0046148663,-0.010063417,-1.0,False,False,False
FRMPD4,0.0,0.0,0.0,False,False,False
FRRS1,0.0131116565,0.017354721,4.0,False,False,False
FRRS1L,-0.020009581,-0.0361512,-2.0,False,False,False
FRS2,0.0003931427,-0.025374772,0.0,False,False,False
FRS3,-0.014235638,-0.017142313,-4.0,False,False,False
FRY,0.0016237069,0.0055704955,0.0,False,False,False
FRYL,-0.016795851,-0.03731221,-2.0,False,False,False
FRZB,-0.002374791,-0.0073994547,2.0,False,False,False
FSCB,-0.006991868,-0.0018292095,-2.0,False,False,False
FSCN1,0.0011261799,0.04161834,2.0,False,False,False
FSCN2,0.0034872002,-0.0067876102,2.0,False,False,False
FSCN3,0.00952973,0.0031720854,1.0,False,False,False
FSD1,-0.0032522734,-0.005677147,-2.0,False,False,False
FSD1L,-0.010062966,-0.012858933,-2.0,False,False,False
FSD2,-0.0028306004,-0.0073853736,1.0,False,False,False
FSHB,0.0,0.0,0.0,False,False,False
FSHR,-0.009947312,-0.008274507,-2.0,False,False,False
FSIP1,-0.009085691,-0.0022128155,-2.0,False,False,False
FSIP2,-0.0061115343,-0.00091274374,-3.0,False,False,False
FST,-0.003145123,0.037639126,2.0,False,False,False
FSTL1,0.02517191,0.16626142,4.0,False,False,False
FSTL3,0.0067845806,-0.031452235,2.0,False,False,False
FSTL4,0.008398422,0.0033412953,3.0,False,False,False
FSTL5,-0.007944765,-0.0073954384,-2.0,False,False,False
FTCD,-0.012097445,-0.017812483,-2.0,False,False,False
FTCDNL1,-0.0076936204,-0.017166281,-2.0,False,False,False
FTH1,0.03350214,0.055077314,2.0,False,False,False
FTHL17,0.0,0.0,0.0,False,False,False
FTL,0.050705977,0.08574198,2.0,False,False,False
FTMT,0.0,0.0,0.0,False,False,False
FTSJ1,0.01486295,0.017565396,4.0,False,False,False
FTSJ3,-0.008554976,-0.024535052,-2.0,False,False,False
FUBP1,-0.011712134,-0.0459812,0.0,False,False,False
FUBP3,-0.013101068,-0.03329385,-2.0,False,False,False
FUCA2,-0.012357177,-0.036468036,0.0,False,False,False
FUNDC1,-0.0025735302,-0.02655087,0.0,False,False,False
FUNDC2,-0.021692676,-0.026168633,-2.0,False,False,False
FUOM,-0.00874164,-0.013362942,-2.0,False,False,False
FURIN,0.022029089,0.020382779,4.0,False,False,False
FUS,-0.015380114,-0.04801867,-2.0,False,False,False
FUT1,-0.007322908,-0.026620388,-2.0,False,False,False
FUT10,-0.00040023518,-0.009557248,0.0,False,False,False
FUT11,-0.008888511,-0.0040324284,0.0,False,False,False
FUT2,-0.027198542,-0.07414469,-2.0,False,False,False
FUT3,-0.008963489,-0.037557825,-4.0,False,False,False
FUT4,0.00267522,-0.034970134,2.0,False,False,False
FUT5,-0.0026642338,-0.0070038727,0.0,False,False,False
FUT6,-0.016614027,-0.048270408,-2.0,False,False,False
FUT7,-0.005232924,-0.014848153,0.0,False,False,False
FUT8,0.013156677,-0.0031514396,4.0,False,False,False
FUT9,0.0016130975,-0.0015835,0.0,False,False,False
FUZ,0.0034188684,-0.0037717274,0.0,False,False,False
FXR1,-0.02600166,-0.058224857,-2.0,False,False,False
FXR2,-0.015268244,-0.022900485,-2.0,False,False,False
FXYD1,0.008571543,-0.04447988,2.0,False,False,False
FXYD2,-0.018536078,-0.04707443,-2.0,False,False,False
FXYD3,-0.0008900175,-0.046726182,0.0,False,False,False
FXYD4,0.0056682313,0.005479622,1.0,False,False,False
FXYD5,-0.002839955,-0.06614651,-2.0,False,False,False
FXYD6,-0.024699764,-0.014870837,-2.0,False,False,False
FXYD7,0.012417205,0.0029717658,2.0,False,False,False
FYB1,-0.008746079,-0.05011665,0.0,False,False,False
FYB2,-0.014447728,-0.009981189,-3.0,False,False,False
FYCO1,-0.016988594,-0.02618549,-2.0,False,False,False
FYN,0.0053964364,0.013028361,0.0,False,False,False
FZD1,-0.008776123,0.067055956,-2.0,False,False,False
FZD2,-0.02752016,-0.009241822,-4.0,False,False,False
FZD3,-0.015783811,-0.011427062,-2.0,False,False,False
FZD4,-0.004353023,-0.023000628,-2.0,False,False,False
FZD5,0.006286298,-0.035234954,0.0,False,False,False
FZD6,-0.012205934,-0.0059073293,0.0,False,False,False
FZD7,0.0019099794,0.027980663,2.0,False,False,False
FZD8,-0.0014843366,0.014692355,-2.0,False,False,False
FZD9,0.0038876403,0.0043226103,2.0,False,False,False
FZR1,-0.011600407,-0.039454475,-2.0,False,False,False
G0S2,-0.0036333844,-0.050908998,-2.0,False,False,False
G2E3,0.0032221293,0.0010858134,2.0,False,False,False
G3BP2,-0.022498796,-0.028558102,0.0,False,False,False
G6PC,0.0027074995,-0.0013478994,-1.0,False,False,False
G6PC2,-0.016366592,-0.020996056,-2.0,False,False,False
G6PC3,-0.024797427,-0.040644795,-2.0,False,False,False
G6PD,-0.0037785487,-0.01875031,0.0,False,False,False
GAA,-0.0029122354,0.0075971843,2.0,False,False,False
GAB1,-0.016672794,-0.03292698,-2.0,False,False,False
GAB2,-0.013675178,-0.0037077756,-4.0,False,False,False
GAB3,-0.0015320344,-0.009459038,0.0,False,False,False
GAB4,0.0,0.0,0.0,False,False,False
GABARAP,-0.0401769,0.0034409482,-2.0,False,False,False
GABARAPL1,0.006510932,-0.008081753,2.0,False,False,False
GABARAPL2,-0.017193757,0.0014353981,-4.0,False,False,False
GABBR1,-0.016749267,-0.030325469,-4.0,False,False,False
GABBR2,0.0016706083,-0.0009778962,0.0,False,False,False
GABPA,-0.0077367327,-0.019915728,-2.0,False,False,False
GABPB1,-0.010090504,-0.008981474,-4.0,False,False,False
GABPB2,-0.00045291055,-0.021539276,2.0,False,False,False
GABRA1,0.0014534541,-0.0019977617,0.0,False,False,False
GABRA2,-0.008604921,-0.017199181,-1.0,False,False,False
GABRA3,0.007053754,0.010810201,1.0,False,False,False
GABRA4,-0.0006475666,-0.0029375616,-1.0,False,False,False
GABRA5,-0.0022919595,-0.002264641,0.0,False,False,False
GABRA6,-0.008066114,-0.0054041836,-1.0,False,False,False
GABRB1,-0.009705496,-0.004336699,0.0,False,False,False
GABRB2,0.01593113,0.017569538,2.0,False,False,False
GABRB3,0.008908059,-0.0048112646,2.0,False,False,False
GABRD,-0.006440738,-0.0048930696,0.0,False,False,False
GABRE,-0.015919045,-0.054758105,-4.0,False,False,False
GABRG1,0.0028033457,-0.0056791143,2.0,False,False,False
GABRG2,0.0040053995,0.0067600543,-1.0,False,False,False
GABRG3,-1.2267381e-05,4.90658e-05,0.0,False,False,False
GABRP,-0.029535485,-0.11529611,-2.0,False,False,False
GABRQ,0.0010626331,0.004068134,-1.0,False,False,False
GABRR1,-0.004723756,0.005106339,-1.0,False,False,False
GABRR2,0.012131599,0.0030104443,0.0,False,False,False
GABRR3,-0.0028580637,0.00015228498,-3.0,False,False,False
GAD1,-0.014317678,-0.030829668,-4.0,False,False,False
GAD2,-0.006802134,-0.00909337,-2.0,False,False,False
GADD45A,-0.01953157,-0.02867716,-2.0,False,False,False
GADD45B,0.037149128,0.12570399,4.0,False,False,False
GADD45G,-0.0010252239,-0.022426695,2.0,False,False,False
GADD45GIP1,-0.0064460547,-0.045612443,0.0,False,False,False
GADL1,-0.0034812784,-0.008544355,0.0,False,False,False
GAGE10,-0.0051626666,-0.0006022707,-1.0,False,False,False
GAK,-0.022262748,-0.051332466,-4.0,False,False,False
GAL,-0.008252904,-0.018798426,-2.0,False,False,False
GAL3ST1,0.00053454726,-0.009961222,2.0,False,False,False
GAL3ST2,-0.00089291664,-0.004539009,0.0,False,False,False
GAL3ST3,0.0,0.0,0.0,False,False,False
GAL3ST4,-0.001280189,0.028620757,0.0,False,False,False
GALC,-0.006121652,-0.025504224,0.0,False,False,False
GALE,0.009187854,-0.009977977,2.0,False,False,False
GALK2,0.0011163242,-0.0049125985,2.0,False,False,False
GALM,-0.012989474,-0.045248136,-2.0,False,False,False
GALNS,-0.026147826,0.0050305855,-4.0,False,False,False
GALNT1,0.003133391,0.021705385,0.0,False,False,False
GALNT10,-0.014934312,-0.024351299,-2.0,False,False,False
GALNT11,-0.016108133,-0.01137292,-4.0,False,False,False
GALNT12,0.005869255,-0.02875489,-2.0,False,False,False
GALNT13,0.0016737141,0.021823578,0.0,False,False,False
GALNT14,-0.012422036,-0.025721516,-2.0,False,False,False
GALNT15,0.00062371045,0.03406846,0.0,False,False,False
GALNT16,-0.02815046,-0.044136155,-2.0,False,False,False
GALNT17,0.0035993669,0.00320953,2.0,False,False,False
GALNT18,0.02056501,-0.010808183,4.0,False,False,False
GALNT2,-0.026567958,-0.038891207,-2.0,False,False,False
GALNT3,-0.026391003,-0.059566718,-2.0,False,False,False
GALNT4,-0.024943195,-0.0683115,-2.0,False,False,False
GALNT5,0.00022191979,0.014906132,0.0,False,False,False
GALNT6,-0.0105199,-0.044613495,-2.0,False,False,False
GALNT7,0.00022423104,-0.02402155,0.0,False,False,False
GALNT8,-0.016314764,-0.0145760765,-2.0,False,False,False
GALNT9,-0.0071024913,-0.00068029773,-2.0,False,False,False
GALNTL5,0.0015983474,-0.003664149,1.0,False,False,False
GALNTL6,-0.00497829,-0.0045632636,0.0,False,False,False
GALP,-0.005452718,-0.009542218,0.0,False,False,False
GALR1,-0.0029540332,-0.0023865844,-1.0,False,False,False
GALR2,0.003951912,-0.0029546802,0.0,False,False,False
GALR3,-0.0009621843,-0.010343587,1.0,False,False,False
GALT,0.0037404355,-0.029379986,2.0,False,False,False
GAMT,-0.002289204,-0.008348959,0.0,False,False,False
GAN,0.005281163,-0.0032111686,0.0,False,False,False
GANAB,-0.015413193,-0.025601894,-2.0,False,False,False
GANC,0.0021143141,0.00029220805,0.0,False,False,False
GAP43,-0.009993731,-0.009934399,-2.0,False,False,False
GAPDHS,-0.008947452,-0.0037628114,-2.0,False,False,False
GAPT,-0.0031284979,-0.015421195,0.0,False,False,False
GAPVD1,-0.005082463,-0.012309998,-2.0,False,False,False
GAREM1,0.0010097257,-0.013817657,0.0,False,False,False
GAREM2,-0.0038787466,0.025941223,0.0,False,False,False
GARNL3,-0.008247108,-0.016019681,-2.0,False,False,False
GARS,0.009773346,0.0055373423,2.0,False,False,False
GART,-0.008481921,-0.046019584,0.0,False,False,False
GAS1,0.063130304,0.14725095,4.0,False,False,False
GAS2,-0.00089049665,-0.022703119,2.0,False,False,False
GAS2L2,-0.009090396,-0.01136565,-4.0,False,False,False
GAS2L3,-0.0070687113,-0.025256895,-2.0,False,False,False
GAS6,0.008295191,0.045477584,2.0,False,False,False
GAS7,-0.011145184,0.029919038,2.0,False,False,False
GAS8,-0.021450344,-0.028457284,-2.0,False,False,False
GASK1A,0.0027452891,0.018650007,0.0,False,False,False
GASK1B,0.002121713,0.08688745,0.0,False,False,False
GAST,0.0075044935,0.00138172,1.0,False,False,False
GATA1,0.004125537,0.0015810601,0.0,False,False,False
GATA2,0.017957658,0.00046123716,2.0,False,False,False
GATA3,-0.0054319478,0.0058800057,-2.0,False,False,False
GATA4,-0.007123476,-0.011049333,-1.0,False,False,False
GATA5,0.0018254197,0.002971741,0.0,False,False,False
GATA6,-0.032048244,-0.09273862,-4.0,False,False,False
GATAD1,-0.006001995,-0.028818537,0.0,False,False,False
GATAD2A,-0.00840115,-0.016457677,0.0,False,False,False
GATAD2B,-0.020753358,-0.042269707,-2.0,False,False,False
GATB,-0.00573553,-0.024117848,-2.0,False,False,False
GATC,-0.015082969,-0.026877485,-4.0,False,False,False
GATD1,-0.028355682,-0.051734477,-2.0,False,False,False
GATM,-0.017551035,-0.07441116,-2.0,False,False,False
GBA,0.0014748421,-0.013363937,0.0,False,False,False
GBE1,-0.00578753,-0.024087718,0.0,False,False,False
GBF1,0.011684201,0.0053946916,0.0,False,False,False
GBGT1,-0.017933082,-0.014209179,-4.0,False,False,False
GBP1,0.0017754431,0.02355588,0.0,False,False,False
GBP2,-0.013240091,-0.022064919,-2.0,False,False,False
GBP4,-0.013695131,-0.034598738,0.0,False,False,False
GBP5,-0.00626109,0.011760149,-2.0,False,False,False
GBP6,0.0022845175,0.001669901,0.0,False,False,False
GBP7,0.0,0.0,0.0,False,False,False
GBX1,0.006997619,0.00074269855,2.0,False,False,False
GBX2,0.0035827386,0.012361874,2.0,False,False,False
GC,-0.0138231255,-0.012946129,-3.0,False,False,False
GCA,0.0026177962,-0.017901415,2.0,False,False,False
GCAT,-0.028480768,-0.04318685,-4.0,False,False,False
GCC1,0.0042715967,-0.008706043,-2.0,False,False,False
GCC2,-0.008880009,-0.04263886,-2.0,False,False,False
GCDH,-0.02161611,-0.036139365,-4.0,False,False,False
GCFC2,-0.0073952517,-0.014988062,-2.0,False,False,False
GCG,-0.013790255,-0.046244703,2.0,False,False,False
GCGR,-0.008492424,-0.009710206,0.0,False,False,False
GCH1,-0.0010178285,-0.014957838,0.0,False,False,False
GCHFR,-0.0058856895,-0.02084016,0.0,False,False,False
GCK,-0.0005175206,-0.0025217244,2.0,False,False,False
GCKR,0.0126652885,-0.007223188,2.0,False,False,False
GCLC,-0.017905163,-0.048291624,-4.0,False,False,False
GCLM,-0.022006556,-0.009446177,-4.0,False,False,False
GCM1,0.009912029,0.0072239987,1.0,False,False,False
GCM2,0.00665928,0.005397533,1.0,False,False,False
GCN1,-0.017599104,-0.039061222,-2.0,False,False,False
GCNA,-0.009832902,-0.0143732745,-2.0,False,False,False
GCNT1,-0.010383513,-0.009781192,-2.0,False,False,False
GCNT2,-0.0044869957,-0.029746283,2.0,False,False,False
GCNT3,-0.024574209,-0.074734025,-2.0,False,False,False
GCNT4,-0.008904101,-0.019811895,-2.0,False,False,False
GCNT7,0.00589654,0.0071901483,1.0,False,False,False
GCSAM,-0.0063329395,-0.02230894,0.0,False,False,False
GCSAML,-0.0026216148,-0.0068637156,0.0,False,False,False
GCSAML-AS1,-0.012408715,-0.007244025,-1.0,False,False,False
GCSH,0.0051562553,0.00881163,0.0,False,False,False
GDA,-0.018351043,-0.052966528,-2.0,False,False,False
GDAP1,-0.018867629,-0.04279444,-4.0,False,False,False
GDAP1L1,-0.0024390332,-0.0010948096,-1.0,False,False,False
GDAP2,-0.012007562,-0.03374011,-2.0,False,False,False
GDE1,-0.001994464,-0.003696262,-2.0,False,False,False
GDF10,-0.004919422,0.013648991,-4.0,False,False,False
GDF11,0.010567825,0.009419583,2.0,False,False,False
GDF15,-0.016026644,-0.03566998,-2.0,False,False,False
GDF2,-0.0023931551,-0.0077973334,-1.0,False,False,False
GDF3,0.0,0.0,0.0,False,False,False
GDF5,-0.0035403664,-0.0052993577,-2.0,False,False,False
GDF5OS,-0.0075100088,-0.008793354,-1.0,False,False,False
GDF6,0.0053771404,0.029588627,0.0,False,False,False
GDF7,-0.00070237136,-0.0072314064,1.0,False,False,False
GDF9,-0.00023711962,0.0009206893,0.0,False,False,False
GDI1,-0.011861921,-0.014728058,0.0,False,False,False
GDI2,-0.03208967,-0.027524859,-2.0,False,False,False
GDNF,0.0016350474,0.026353056,2.0,False,False,False
GDPD1,-0.010665624,-0.019915614,0.0,False,False,False
GDPD2,-0.010034651,-0.008599429,-2.0,False,False,False
GDPD3,0.009248522,-0.008957205,2.0,False,False,False
GDPD4,-0.008542413,0.0027340713,-2.0,False,False,False
GDPD5,-0.0016923568,-0.009569424,-2.0,False,False,False
GDPGP1,-0.013112551,-0.032484055,-4.0,False,False,False
GEM,0.031427328,0.07106243,4.0,False,False,False
GEMIN4,-0.013601958,-0.017999796,-4.0,False,False,False
GEMIN5,-0.0019777382,-0.0033686669,0.0,False,False,False
GEMIN6,-0.017346384,-0.03070036,-4.0,False,False,False
GEMIN7,-0.0119461715,-0.04011496,-2.0,False,False,False
GEN1,-0.024960285,-0.032578938,-4.0,False,False,False
GET1,-0.009814289,-0.029109253,-2.0,False,False,False
GET3,-0.013345934,-0.043005325,-2.0,False,False,False
GFAP,0.009674179,0.0065939547,2.0,False,False,False
GFER,-0.0004774551,-0.0074960017,0.0,False,False,False
GFI1,0.0015077231,-0.007962853,2.0,False,False,False
GFI1B,-0.00010213151,-0.0022567608,0.0,False,False,False
GFM1,-0.02335578,-0.052518867,-4.0,False,False,False
GFM2,-0.020061167,-0.038493402,-4.0,False,False,False
GFOD1,-0.025940135,-0.03753666,-4.0,False,False,False
GFOD2,-0.013054942,-0.026466671,-2.0,False,False,False
GFPT1,-0.0071264068,-0.022714395,0.0,False,False,False
GFPT2,0.024759175,0.07163071,2.0,False,False,False
GFRA1,-0.0028503346,-0.019205319,0.0,False,False,False
GFRA2,0.009924877,-0.009464083,2.0,False,False,False
GFRA3,0.0015738579,-0.004466005,-2.0,False,False,False
GFRA4,0.0,0.0,0.0,False,False,False
GFRAL,0.0057192454,0.008101622,2.0,False,False,False
GFY,-0.0021269955,0.0031733706,-1.0,False,False,False
GGA1,-0.008202389,-0.038847428,-2.0,False,False,False
GGA2,-0.012092136,-0.04149224,-4.0,False,False,False
GGA3,-0.012322761,-0.038810853,-2.0,False,False,False
GGACT,0.004820806,-0.0021327962,2.0,False,False,False
GGCX,-0.015797531,-0.014356312,-4.0,False,False,False
GGH,-0.010218548,-0.02323748,0.0,False,False,False
GGN,0.011375674,0.013798599,2.0,False,False,False
GGNBP2,-0.02305553,-0.06094209,-4.0,False,False,False
GGPS1,-0.012368406,-0.035134614,-2.0,False,False,False
GGT1,-0.010448009,-0.018294381,0.0,False,False,False
GGT2,-0.016856564,-0.021389207,-2.0,False,False,False
GGT5,-0.022013469,-0.0045083584,0.0,False,False,False
GGT6,-0.0045851725,-0.019678067,0.0,False,False,False
GGT7,-0.013693228,-0.03923598,-2.0,False,False,False
GGTLC1,0.004479031,-7.472001e-05,1.0,False,False,False
GH2,0.0,0.0,0.0,False,False,False
GHDC,-0.0024350088,-0.023803398,0.0,False,False,False
GHITM,-0.023018807,-0.07648928,0.0,False,False,False
GHR,-0.005174214,-0.008476907,-2.0,False,False,False
GHRH,0.008624928,0.0006180528,2.0,False,False,False
GHRHR,-0.0043273964,-0.010882711,-1.0,False,False,False
GHRL,-2.2150693e-05,-0.0050817346,1.0,False,False,False
GHSR,0.005195267,0.006898852,0.0,False,False,False
